date,name,site_rank,IMDB,director,country,genre,user_review,review_count
20/10/2017,Coco,97,8.4,Lee UnkrichAdrian Molina,US,Animation,6.7,5677
20/10/2017,Coco,97,8.4,Lee UnkrichAdrian Molina,US,Comedy,6.7,5677
20/10/2017,Coco,97,8.4,Lee UnkrichAdrian Molina,US,Adventure,6.7,5677
20/10/2017,Coco,97,8.4,Lee UnkrichAdrian Molina,US,Fantasy,6.7,5677
20/10/2017,Coco,97,8.4,Lee UnkrichAdrian Molina,US,Family,6.7,5677
20/10/2017,Coco,97,8.4,Lee UnkrichAdrian Molina,US,Mystery,6.7,5677
08/05/2019,The Hustle,98,5.4,Chris Addison,US,Comedy,5.7,815
31/08/2018,A Star Is Born,99,7.7,Bradley Cooper,US,Drama,6.8,1550
31/08/2018,A Star Is Born,99,7.7,Bradley Cooper,US,Romance,6.8,1550
31/08/2018,A Star Is Born,99,7.7,Bradley Cooper,US,Music,6.8,1550
07/08/2018,Crazy Rich Asians,101,6.9,Jon M. Chu,US,Comedy,6.3,2423
07/08/2018,Crazy Rich Asians,101,6.9,Jon M. Chu,US,Romance,6.3,2423
18/06/2019,Child's Play,102,5.8,Lars Klevberg,USFranceCanada,Horror,5.9,1051
16/12/2019,Star Wars: Episode IX - The Rise of Skywalker,103,6.7,J.J. Abrams,US,Sci-Fi,5.7,3326
16/12/2019,Star Wars: Episode IX - The Rise of Skywalker,103,6.7,J.J. Abrams,US,Adventure,5.7,3326
16/12/2019,Star Wars: Episode IX - The Rise of Skywalker,103,6.7,J.J. Abrams,US,Action,5.7,3326
16/12/2019,Star Wars: Episode IX - The Rise of Skywalker,103,6.7,J.J. Abrams,US,Fantasy,5.7,3326
20/12/2019,The Witcher,104,8.3,Alik SakharovCharlotte BrÃ¤ndstrÃ¶mAlex Garcia LopezMarc JobstEdward BazalgetteSarah O'GormanGeeta PatelStephen Surjik,USPoland,Drama,6.7,4046
20/12/2019,The Witcher,104,8.3,Alik SakharovCharlotte BrÃ¤ndstrÃ¶mAlex Garcia LopezMarc JobstEdward BazalgetteSarah O'GormanGeeta PatelStephen Surjik,USPoland,Adventure,6.7,4046
20/12/2019,The Witcher,104,8.3,Alik SakharovCharlotte BrÃ¤ndstrÃ¶mAlex Garcia LopezMarc JobstEdward BazalgetteSarah O'GormanGeeta PatelStephen Surjik,USPoland,Action,6.7,4046
20/12/2019,The Witcher,104,8.3,Alik SakharovCharlotte BrÃ¤ndstrÃ¶mAlex Garcia LopezMarc JobstEdward BazalgetteSarah O'GormanGeeta PatelStephen Surjik,USPoland,Fantasy,6.7,4046
25/12/2013,The Wolf Of Wall Street,105,8.2,Martin Scorsese,US,Drama,6.5,6588
25/12/2013,The Wolf Of Wall Street,105,8.2,Martin Scorsese,US,Comedy,6.5,6588
25/12/2013,The Wolf Of Wall Street,105,8.2,Martin Scorsese,US,Crime,6.5,6588
25/12/2013,The Wolf Of Wall Street,105,8.2,Martin Scorsese,US,Biography,6.5,6588
10/12/2018,The Mule,106,7,Clint Eastwood,US,Drama,6.3,389
10/12/2018,The Mule,106,7,Clint Eastwood,US,Thriller,6.3,389
10/12/2018,The Mule,106,7,Clint Eastwood,US,Crime,6.3,389
16/03/2019,Pet Sematary,107,5.7,Kevin KÃ¶lschDennis Widmyer,US,Thriller,6.2,839
16/03/2019,Pet Sematary,107,5.7,Kevin KÃ¶lschDennis Widmyer,US,Horror,6.2,839
20/05/2020,Long Shot,108,6.8,Jonathan Levine,US,Comedy,6.2,597
20/05/2020,Long Shot,108,6.8,Jonathan Levine,US,Romance,6.2,597
07/09/2019,Hustlers,109,6.3,Lorene Scafaria,US,Drama,5.6,1330
07/09/2019,Hustlers,109,6.3,Lorene Scafaria,US,Thriller,5.6,1330
07/09/2019,Hustlers,109,6.3,Lorene Scafaria,US,Comedy,5.6,1330
07/09/2019,Hustlers,109,6.3,Lorene Scafaria,US,Crime,5.6,1330
05/12/2018,Mortal Engines,110,6.1,Christian Rivers,USNew Zealand,Thriller,6.4,1252
05/12/2018,Mortal Engines,110,6.1,Christian Rivers,USNew Zealand,Sci-Fi,6.4,1252
05/12/2018,Mortal Engines,110,6.1,Christian Rivers,USNew Zealand,Adventure,6.4,1252
05/12/2018,Mortal Engines,110,6.1,Christian Rivers,USNew Zealand,Action,6.4,1252
05/12/2018,Mortal Engines,110,6.1,Christian Rivers,USNew Zealand,Fantasy,6.4,1252
08/09/2018,Halloween,111,6.6,David Gordon Green,US,Thriller,6.3,1429
08/09/2018,Halloween,111,6.6,David Gordon Green,US,Horror,6.3,1429
01/01/2012,The Avengers,112,8.1,Joss Whedon,US,Sci-Fi,6.1,5233
01/01/2012,The Avengers,112,8.1,Joss Whedon,US,Adventure,6.1,5233
01/01/2012,The Avengers,112,8.1,Joss Whedon,US,Action,6.1,5233
01/01/2015,Avengers: Age Of Ultron,113,7.8,Joss Whedon,US,Sci-Fi,6.2,5621
01/01/2015,Avengers: Age Of Ultron,113,7.8,Joss Whedon,US,Adventure,6.2,5621
01/01/2015,Avengers: Age Of Ultron,113,7.8,Joss Whedon,US,Action,6.2,5621
14/11/2016,Moana,114,7.6,Ron ClementsJohn MuskerDon HallChris Williams,US,Animation,7.1,10903
14/11/2016,Moana,114,7.6,Ron ClementsJohn MuskerDon HallChris Williams,US,Comedy,7.1,10903
14/11/2016,Moana,114,7.6,Ron ClementsJohn MuskerDon HallChris Williams,US,Adventure,7.1,10903
14/11/2016,Moana,114,7.6,Ron ClementsJohn MuskerDon HallChris Williams,US,Fantasy,7.1,10903
14/11/2016,Moana,114,7.6,Ron ClementsJohn MuskerDon HallChris Williams,US,Family,7.1,10903
07/01/2020,Bad Boys for Life,115,6.7,Adil El ArbiBilall Fallah,USMexico,Thriller,6.3,1787
07/01/2020,Bad Boys for Life,115,6.7,Adil El ArbiBilall Fallah,USMexico,Comedy,6.3,1787
07/01/2020,Bad Boys for Life,115,6.7,Adil El ArbiBilall Fallah,USMexico,Action,6.3,1787
07/01/2020,Bad Boys for Life,115,6.7,Adil El ArbiBilall Fallah,USMexico,Crime,6.3,1787
16/11/2018,Instant Family,116,7.3,Sean Anders,US,Drama,6.8,1334
16/11/2018,Instant Family,116,7.3,Sean Anders,US,Comedy,6.8,1334
05/03/2020,Bloodshot,117,5.7,Dave Wilson,USChina,Drama,6.3,2195
05/03/2020,Bloodshot,117,5.7,Dave Wilson,USChina,Sci-Fi,6.3,2195
05/03/2020,Bloodshot,117,5.7,Dave Wilson,USChina,Action,6.3,2195
14/11/2018,Dragon Ball Super: Broly,119,7.9,Tatsuya Nagamine,Japan,Animation,7.1,2169
14/11/2018,Dragon Ball Super: Broly,119,7.9,Tatsuya Nagamine,Japan,Action,7.1,2169
14/11/2018,Dragon Ball Super: Broly,119,7.9,Tatsuya Nagamine,Japan,Fantasy,7.1,2169
09/12/2017,Star Wars: Episode VIII - The Last Jedi,121,7,Rian Johnson,US,Sci-Fi,6,4648
09/12/2017,Star Wars: Episode VIII - The Last Jedi,121,7,Rian Johnson,US,Adventure,6,4648
09/12/2017,Star Wars: Episode VIII - The Last Jedi,121,7,Rian Johnson,US,Action,6,4648
09/12/2017,Star Wars: Episode VIII - The Last Jedi,121,7,Rian Johnson,US,Fantasy,6,4648
20/12/2017,The Greatest Showman,122,7.6,Michael Gracey,US,Drama,6.7,4879
20/12/2017,The Greatest Showman,122,7.6,Michael Gracey,US,Biography,6.7,4879
21/03/2018,Pacific Rim: Uprising,124,5.6,Steven S. DeKnight,USChina,Sci-Fi,5.4,4607
21/03/2018,Pacific Rim: Uprising,124,5.6,Steven S. DeKnight,USChina,Adventure,5.4,4607
21/03/2018,Pacific Rim: Uprising,124,5.6,Steven S. DeKnight,USChina,Action,5.4,4607
08/09/2017,The Upside,125,6.9,Neil Burger,US,Drama,6.6,721
08/09/2017,The Upside,125,6.9,Neil Burger,US,Comedy,6.6,721
09/10/2019,Zombieland: Double Tap,126,6.7,Ruben Fleischer,US,Comedy,6,1821
09/10/2019,Zombieland: Double Tap,126,6.7,Ruben Fleischer,US,Action,6,1821
09/10/2019,Zombieland: Double Tap,126,6.7,Ruben Fleischer,US,Horror,6,1821
02/03/2018,Tomb Raider,127,6.3,Roar Uthaug,"US,UK",Adventure,5.6,3582
02/03/2018,Tomb Raider,127,6.3,Roar Uthaug,"US,UK",Action,5.6,3582
21/05/2019,Parasite,128,8.6,Bong Joon Ho,Korea,Drama,5.9,2790
21/05/2019,Parasite,128,8.6,Bong Joon Ho,Korea,Thriller,5.9,2790
21/05/2019,Parasite,128,8.6,Bong Joon Ho,Korea,Comedy,5.9,2790
07/02/2019,Cold Pursuit,130,6.2,Hans Petter Moland,"US,UKCanadaNorway",Drama,6.5,399
07/02/2019,Cold Pursuit,130,6.2,Hans Petter Moland,"US,UKCanadaNorway",Thriller,6.5,399
07/02/2019,Cold Pursuit,130,6.2,Hans Petter Moland,"US,UKCanadaNorway",Action,6.5,399
02/05/2019,The Intruder,131,5.6,Deon Taylor,US,Drama,6.1,580
02/05/2019,The Intruder,131,5.6,Deon Taylor,US,Thriller,6.1,580
02/05/2019,The Intruder,131,5.6,Deon Taylor,US,Mystery,6.1,580
02/05/2019,The Intruder,131,5.6,Deon Taylor,US,Horror,6.1,580
11/04/2019,Little,132,5.4,Tina Gordon,US,Comedy,6.2,845
11/04/2019,Little,132,5.4,Tina Gordon,US,Romance,6.2,845
11/04/2019,Little,132,5.4,Tina Gordon,US,Fantasy,6.2,845
09/03/2018,A Quiet Place,134,7.5,John Krasinski,US,Drama,6.1,3735
09/03/2018,A Quiet Place,134,7.5,John Krasinski,US,Thriller,6.1,3735
09/03/2018,A Quiet Place,134,7.5,John Krasinski,US,Horror,6.1,3735
03/01/2019,Escape Room,135,6.3,Adam Robitel,USSouth Africa,Drama,6.5,811
03/01/2019,Escape Room,135,6.3,Adam Robitel,USSouth Africa,Thriller,6.5,811
03/01/2019,Escape Room,135,6.3,Adam Robitel,USSouth Africa,Sci-Fi,6.5,811
03/01/2019,Escape Room,135,6.3,Adam Robitel,USSouth Africa,Mystery,6.5,811
25/01/2020,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,136,6.2,Cathy Yan,US,Adventure,6.4,1967
25/01/2020,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,136,6.2,Cathy Yan,US,Action,6.4,1967
25/01/2020,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,136,6.2,Cathy Yan,US,Crime,6.4,1967
19/06/2019,Anna,137,6.6,Luc Besson,USFrance,Thriller,6.4,768
19/06/2019,Anna,137,6.6,Luc Besson,USFrance,Action,6.4,768
11/03/2019,Good Boys,138,6.7,Gene Stupnitsky,US,Comedy,6.1,948
11/03/2019,Good Boys,138,6.7,Gene Stupnitsky,US,Adventure,6.1,948
12/11/2018,Bird Box,139,6.6,Susanne Bier,US,Drama,7,2001
12/11/2018,Bird Box,139,6.6,Susanne Bier,US,Thriller,7,2001
12/11/2018,Bird Box,139,6.6,Susanne Bier,US,Sci-Fi,7,2001
12/11/2018,Bird Box,139,6.6,Susanne Bier,US,Horror,7,2001
14/03/2019,Five Feet Apart,140,7.2,Justin Baldoni,US,Drama,6.7,1699
14/03/2019,Five Feet Apart,140,7.2,Justin Baldoni,US,Romance,6.7,1699
13/10/2016,Doctor Strange,141,7.5,Scott Derrickson,US,Sci-Fi,6.8,9327
13/10/2016,Doctor Strange,141,7.5,Scott Derrickson,US,Adventure,6.8,9327
13/10/2016,Doctor Strange,141,7.5,Scott Derrickson,US,Action,6.8,9327
13/10/2016,Doctor Strange,141,7.5,Scott Derrickson,US,Fantasy,6.8,9327
16/08/2018,Alpha,142,6.7,Albert Hughes,US,Drama,7.1,2049
16/08/2018,Alpha,142,6.7,Albert Hughes,US,Adventure,7.1,2049
16/08/2018,Alpha,142,6.7,Albert Hughes,US,Family,7.1,2049
08/06/2019,Escape Plan: The Extractors,143,4.4,John Herzfeld,US,Thriller,5.9,1095
08/06/2019,Escape Plan: The Extractors,143,4.4,John Herzfeld,US,Action,5.9,1095
02/08/2019,The Angry Birds Movie 2,144,6.4,Thurop Van OrmanJohn Rice,USFinland,Animation,6.3,1223
02/08/2019,The Angry Birds Movie 2,144,6.4,Thurop Van OrmanJohn Rice,USFinland,Comedy,6.3,1223
02/08/2019,The Angry Birds Movie 2,144,6.4,Thurop Van OrmanJohn Rice,USFinland,Adventure,6.3,1223
02/08/2019,The Angry Birds Movie 2,144,6.4,Thurop Van OrmanJohn Rice,USFinland,Family,6.3,1223
15/11/2002,Harry Potter And The Chamber Of Secrets,145,7.4,Chris Columbus,"US,UKWest Germany",Adventure,6.9,7242
15/11/2002,Harry Potter And The Chamber Of Secrets,145,7.4,Chris Columbus,"US,UKWest Germany",Fantasy,6.9,7242
15/11/2002,Harry Potter And The Chamber Of Secrets,145,7.4,Chris Columbus,"US,UKWest Germany",Family,6.9,7242
10/06/2016,Now You See Me 2,147,6.5,Jon M. Chu,USFrance,Thriller,6.6,8214
10/06/2016,Now You See Me 2,147,6.5,Jon M. Chu,USFrance,Comedy,6.6,8214
10/06/2016,Now You See Me 2,147,6.5,Jon M. Chu,USFrance,Action,6.6,8214
16/08/2018,Mile 22,149,6.1,Peter Berg,US,Thriller,6.3,1113
16/08/2018,Mile 22,149,6.1,Peter Berg,US,Action,6.3,1113
25/01/2020,Sonic the Hedgehog,150,6.6,Jeff Fowler,USJapanCanada,Sci-Fi,7.2,2003
25/01/2020,Sonic the Hedgehog,150,6.6,Jeff Fowler,USJapanCanada,Adventure,7.2,2003
25/01/2020,Sonic the Hedgehog,150,6.6,Jeff Fowler,USJapanCanada,Action,7.2,2003
25/01/2020,Sonic the Hedgehog,150,6.6,Jeff Fowler,USJapanCanada,Family,7.2,2003
07/08/2019,Scary Stories to Tell in the Dark,151,6.2,AndrÃ© Ãvredal,USCanada,Thriller,6.2,888
07/08/2019,Scary Stories to Tell in the Dark,151,6.2,AndrÃ© Ãvredal,USCanada,Mystery,6.2,888
07/08/2019,Scary Stories to Tell in the Dark,151,6.2,AndrÃ© Ãvredal,USCanada,Horror,6.2,888
13/09/2018,Johnny English Strikes Again,152,6.2,David Kerr,"US,UKFrance",Comedy,6.8,1665
13/09/2018,Johnny English Strikes Again,152,6.2,David Kerr,"US,UKFrance",Adventure,6.8,1665
13/09/2018,Johnny English Strikes Again,152,6.2,David Kerr,"US,UKFrance",Action,6.8,1665
01/08/2018,The Darkest Minds,154,5.7,Jennifer Yuh Nelson,US,Thriller,6.2,2191
01/08/2018,The Darkest Minds,154,5.7,Jennifer Yuh Nelson,US,Sci-Fi,6.2,2191
18/06/2018,Sicario: Day of the Soldado,155,7.1,Stefano Sollima,USItaly,Drama,6,1603
18/06/2018,Sicario: Day of the Soldado,155,7.1,Stefano Sollima,USItaly,Thriller,6,1603
18/06/2018,Sicario: Day of the Soldado,155,7.1,Stefano Sollima,USItaly,Action,6,1603
18/06/2018,Sicario: Day of the Soldado,155,7.1,Stefano Sollima,USItaly,Crime,6,1603
08/11/2017,Daddy's Home 2,157,6,Sean Anders,US,Comedy,5.7,2818
04/07/2018,The First Purge,158,5.2,Gerard McMurray,US,Thriller,5.6,1291
04/07/2018,The First Purge,158,5.2,Gerard McMurray,US,Sci-Fi,5.6,1291
04/07/2018,The First Purge,158,5.2,Gerard McMurray,US,Action,5.6,1291
04/07/2018,The First Purge,158,5.2,Gerard McMurray,US,Horror,5.6,1291
02/08/2019,Descendants 3,162,6.7,Kenny Ortega,US,Adventure,7.4,2501
02/08/2019,Descendants 3,162,6.7,Kenny Ortega,US,Family,7.4,2501
15/02/2019,The Umbrella Academy,163,7.9,Stephen SurjikJeremy WebbAndrew BernsteinPeter HoarEllen KurasAmanda MarsalisTom Verica,US,Drama,6.7,1647
15/02/2019,The Umbrella Academy,163,7.9,Stephen SurjikJeremy WebbAndrew BernsteinPeter HoarEllen KurasAmanda MarsalisTom Verica,US,Action,6.7,1647
15/02/2019,The Umbrella Academy,163,7.9,Stephen SurjikJeremy WebbAndrew BernsteinPeter HoarEllen KurasAmanda MarsalisTom Verica,US,Fantasy,6.7,1647
15/02/2019,The Umbrella Academy,163,7.9,Stephen SurjikJeremy WebbAndrew BernsteinPeter HoarEllen KurasAmanda MarsalisTom Verica,US,Mystery,6.7,1647
03/06/2019,The Act,164,8,Laure de Clermont-TonnerreSteven PietAdam ArkinChristina ChoeHannah Fidell,US,Drama,6,1120
03/06/2019,The Act,164,8,Laure de Clermont-TonnerreSteven PietAdam ArkinChristina ChoeHannah Fidell,US,Crime,6,1120
03/06/2019,The Act,164,8,Laure de Clermont-TonnerreSteven PietAdam ArkinChristina ChoeHannah Fidell,US,Horror,6,1120
10/05/2018,Solo: A Star Wars Story,165,6.9,Ron Howard,US,Sci-Fi,5.9,2083
10/05/2018,Solo: A Star Wars Story,165,6.9,Ron Howard,US,Adventure,5.9,2083
10/05/2018,Solo: A Star Wars Story,165,6.9,Ron Howard,US,Action,5.9,2083
10/05/2018,Solo: A Star Wars Story,165,6.9,Ron Howard,US,Fantasy,5.9,2083
16/08/2018,To All the Boys I've Loved Before,166,7.2,Susan Johnson,US,Drama,6.8,4718
16/08/2018,To All the Boys I've Loved Before,166,7.2,Susan Johnson,US,Romance,6.8,4718
30/03/2018,Hunter Killer,167,6.6,Donovan Marsh,"US,UKChina",Thriller,7.1,1093
30/03/2018,Hunter Killer,167,6.6,Donovan Marsh,"US,UKChina",Action,7.1,1093
10/12/2019,6 Underground,169,6.1,Michael Bay,US,Thriller,6.1,2354
10/12/2019,6 Underground,169,6.1,Michael Bay,US,Action,6.1,2354
14/06/2018,Tag,170,6.5,Jeff Tomsic,US,Comedy,5.7,1712
17/06/2016,Central Intelligence,171,6.3,Rawson Marshall Thurber,US,Comedy,6.5,5764
17/06/2016,Central Intelligence,171,6.3,Rawson Marshall Thurber,US,Crime,6.5,5764
29/11/2018,Mary Poppins Returns,173,6.7,Rob Marshall,US,Comedy,6.7,787
29/11/2018,Mary Poppins Returns,173,6.7,Rob Marshall,US,Fantasy,6.7,787
29/11/2018,Mary Poppins Returns,173,6.7,Rob Marshall,US,Family,6.7,787
01/01/2014,Guardians Of The Galaxy,176,8.1,James Gunn,US,Sci-Fi,6.3,4100
01/01/2014,Guardians Of The Galaxy,176,8.1,James Gunn,US,Adventure,6.3,4100
01/01/2014,Guardians Of The Galaxy,176,8.1,James Gunn,US,Action,6.3,4100
11/02/2019,Isn't It Romantic,178,5.9,Todd Strauss-Schulson,US,Comedy,6.4,1232
11/02/2019,Isn't It Romantic,178,5.9,Todd Strauss-Schulson,US,Romance,6.4,1232
11/02/2019,Isn't It Romantic,178,5.9,Todd Strauss-Schulson,US,Fantasy,6.4,1232
30/08/2019,Ford v Ferrari,179,8.1,James Mangold,USFrance,Drama,6.6,1494
30/08/2019,Ford v Ferrari,179,8.1,James Mangold,USFrance,Action,6.6,1494
30/08/2019,Ford v Ferrari,179,8.1,James Mangold,USFrance,Sport,6.6,1494
30/08/2019,Ford v Ferrari,179,8.1,James Mangold,USFrance,Biography,6.6,1494
17/06/2016,Finding Dory,180,7.3,...,US,Animation,6.7,5922
17/06/2016,Finding Dory,180,7.3,...,US,Comedy,6.7,5922
17/06/2016,Finding Dory,180,7.3,...,US,Adventure,6.7,5922
17/06/2016,Finding Dory,180,7.3,...,US,Family,6.7,5922
22/07/2011,Captain America: The First Avenger,181,6.9,Joe Johnston,US,Sci-Fi,6.2,3662
22/07/2011,Captain America: The First Avenger,181,6.9,Joe Johnston,US,Adventure,6.2,3662
22/07/2011,Captain America: The First Avenger,181,6.9,Joe Johnston,US,Action,6.2,3662
20/12/2017,Pitch Perfect 3,182,5.8,Trish Sie,US,Comedy,6,3912
20/12/2017,Pitch Perfect 3,182,5.8,Trish Sie,US,Music,6,3912
19/09/2018,The House with a Clock in Its Walls,183,6,Eli Roth,US,Thriller,6.7,1131
19/09/2018,The House with a Clock in Its Walls,183,6,Eli Roth,US,Comedy,6.7,1131
19/09/2018,The House with a Clock in Its Walls,183,6,Eli Roth,US,Sci-Fi,6.7,1131
19/09/2018,The House with a Clock in Its Walls,183,6,Eli Roth,US,Fantasy,6.7,1131
19/09/2018,The House with a Clock in Its Walls,183,6,Eli Roth,US,Family,6.7,1131
19/09/2018,The House with a Clock in Its Walls,183,6,Eli Roth,US,Mystery,6.7,1131
19/09/2018,The House with a Clock in Its Walls,183,6,Eli Roth,US,Horror,6.7,1131
03/01/2018,Insidious: The Last Key,184,5.7,Adam Robitel,USCanada,Thriller,5.9,3463
03/01/2018,Insidious: The Last Key,184,5.7,Adam Robitel,USCanada,Mystery,5.9,3463
03/01/2018,Insidious: The Last Key,184,5.7,Adam Robitel,USCanada,Horror,5.9,3463
20/09/2018,Smallfoot,185,6.6,Karey KirkpatrickJason Reisig,US,Animation,6.9,671
20/09/2018,Smallfoot,185,6.6,Karey KirkpatrickJason Reisig,US,Comedy,6.9,671
20/09/2018,Smallfoot,185,6.6,Karey KirkpatrickJason Reisig,US,Adventure,6.9,671
20/09/2018,Smallfoot,185,6.6,Karey KirkpatrickJason Reisig,US,Fantasy,6.9,671
20/09/2018,Smallfoot,185,6.6,Karey KirkpatrickJason Reisig,US,Family,6.9,671
04/12/2019,1917,186,8.3,Sam Mendes,"US,UK",Drama,6.6,1433
04/12/2019,1917,186,8.3,Sam Mendes,"US,UK",War,6.6,1433
15/03/2019,The Curse of la Llorona,187,5.3,Michael Chaves,US,Thriller,6.1,573
15/03/2019,The Curse of la Llorona,187,5.3,Michael Chaves,US,Mystery,6.1,573
15/03/2019,The Curse of la Llorona,187,5.3,Michael Chaves,US,Horror,6.1,573
18/11/2005,Harry Potter And The Goblet Of Fire,188,7.7,Mike Newell,"US,UK",Adventure,6.9,5223
18/11/2005,Harry Potter And The Goblet Of Fire,188,7.7,Mike Newell,"US,UK",Fantasy,6.9,5223
18/11/2005,Harry Potter And The Goblet Of Fire,188,7.7,Mike Newell,"US,UK",Family,6.9,5223
27/05/2016,X-Men: Apocalypse,189,6.9,Bryan Singer,US,Sci-Fi,6.5,5935
27/05/2016,X-Men: Apocalypse,189,6.9,Bryan Singer,US,Adventure,6.5,5935
27/05/2016,X-Men: Apocalypse,189,6.9,Bryan Singer,US,Action,6.5,5935
07/09/2019,Knives Out,190,7.9,Rian Johnson,US,Drama,6.8,1569
07/09/2019,Knives Out,190,7.9,Rian Johnson,US,Thriller,6.8,1569
07/09/2019,Knives Out,190,7.9,Rian Johnson,US,Comedy,6.8,1569
07/09/2019,Knives Out,190,7.9,Rian Johnson,US,Crime,6.8,1569
07/09/2019,Knives Out,190,7.9,Rian Johnson,US,Mystery,6.8,1569
04/06/2004,Harry Potter And The Prisoner Of Azkaban,191,7.9,Alfonso Cuarón,"US,UK",Adventure,6.9,5843
04/06/2004,Harry Potter And The Prisoner Of Azkaban,191,7.9,Alfonso Cuarón,"US,UK",Fantasy,6.9,5843
04/06/2004,Harry Potter And The Prisoner Of Azkaban,191,7.9,Alfonso Cuarón,"US,UK",Family,6.9,5843
08/07/2016,The Secret Life of Pets,192,6.5,...,USJapan,Animation,6.6,4539
08/07/2016,The Secret Life of Pets,192,6.5,...,USJapan,Comedy,6.6,4539
08/07/2016,The Secret Life of Pets,192,6.5,...,USJapan,Family,6.6,4539
12/04/2018,Truth or Dare,193,5.2,Jeff Wadlow,US,Thriller,5.1,3478
12/04/2018,Truth or Dare,193,5.2,Jeff Wadlow,US,Horror,5.1,3478
13/02/2019,Happy Death Day 2U,194,6.2,Christopher Landon,US,Thriller,6.5,1057
13/02/2019,Happy Death Day 2U,194,6.2,Christopher Landon,US,Mystery,6.5,1057
13/02/2019,Happy Death Day 2U,194,6.2,Christopher Landon,US,Horror,6.5,1057
24/09/2017,The Foreigner,195,7,Martin Campbell,"US,UKChina",Drama,6.4,3821
24/09/2017,The Foreigner,195,7,Martin Campbell,"US,UKChina",Thriller,6.4,3821
24/09/2017,The Foreigner,195,7,Martin Campbell,"US,UKChina",Action,6.4,3821
15/05/2017,Wonder Woman,196,7.4,Patty Jenkins,USChinaHong Kong,Sci-Fi,6.8,14776
15/05/2017,Wonder Woman,196,7.4,Patty Jenkins,USChinaHong Kong,Adventure,6.8,14776
15/05/2017,Wonder Woman,196,7.4,Patty Jenkins,USChinaHong Kong,Action,6.8,14776
15/05/2017,Wonder Woman,196,7.4,Patty Jenkins,USChinaHong Kong,Fantasy,6.8,14776
15/05/2017,Wonder Woman,196,7.4,Patty Jenkins,USChinaHong Kong,War,6.8,14776
16/05/2019,Rocketman,197,7.3,Dexter Fletcher,"US,UK",Drama,6.3,353
16/05/2019,Rocketman,197,7.3,Dexter Fletcher,"US,UK",Music,6.3,353
16/05/2019,Rocketman,197,7.3,Dexter Fletcher,"US,UK",Biography,6.3,353
28/08/2018,Peppermint,198,6.5,Pierre Morel,US,Drama,6.9,998
28/08/2018,Peppermint,198,6.5,Pierre Morel,US,Thriller,6.9,998
28/08/2018,Peppermint,198,6.5,Pierre Morel,US,Action,6.9,998
18/01/2018,Den of Thieves,199,7,Christian Gudegast,US,Drama,5.8,2171
18/01/2018,Den of Thieves,199,7,Christian Gudegast,US,Thriller,5.8,2171
18/01/2018,Den of Thieves,199,7,Christian Gudegast,US,Action,5.8,2171
18/01/2018,Den of Thieves,199,7,Christian Gudegast,US,Crime,5.8,2171
18/01/2018,Den of Thieves,199,7,Christian Gudegast,US,Mystery,5.8,2171
15/07/2009,Harry Potter And The Half-Blood Prince,201,7.6,David Yates,"US,UK",Adventure,6.8,5266
15/07/2009,Harry Potter And The Half-Blood Prince,201,7.6,David Yates,"US,UK",Fantasy,6.8,5266
15/07/2009,Harry Potter And The Half-Blood Prince,201,7.6,David Yates,"US,UK",Family,6.8,5266
04/05/2019,Yesterday,202,6.8,Danny Boyle,"US,UK",Comedy,6.2,631
04/05/2019,Yesterday,202,6.8,Danny Boyle,"US,UK",Romance,6.2,631
04/05/2019,Yesterday,202,6.8,Danny Boyle,"US,UK",Fantasy,6.2,631
04/05/2019,Yesterday,202,6.8,Danny Boyle,"US,UK",Music,6.2,631
08/09/2018,Widows,203,6.9,Steve McQueen,"US,UK",Drama,6.1,336
08/09/2018,Widows,203,6.9,Steve McQueen,"US,UK",Thriller,6.1,336
08/09/2018,Widows,203,6.9,Steve McQueen,"US,UK",Crime,6.1,336
07/09/2018,The Hate U Give,204,7.4,George Tillman Jr.,US,Drama,7.3,1841
07/09/2018,The Hate U Give,204,7.4,George Tillman Jr.,US,Crime,7.3,1841
30/10/2015,Love,205,6.1,Gaspar Noé,FranceBelgium,Drama,5.8,5554
30/10/2015,Love,205,6.1,Gaspar Noé,FranceBelgium,Romance,5.8,5554
10/04/2017,Guardians of the Galaxy Vol. 2,206,7.6,James Gunn,US,Sci-Fi,6.7,9616
10/04/2017,Guardians of the Galaxy Vol. 2,206,7.6,James Gunn,US,Adventure,6.7,9616
10/04/2017,Guardians of the Galaxy Vol. 2,206,7.6,James Gunn,US,Action,6.7,9616
14/04/2008,Iron Man,207,7.9,Jon Favreau,US,Sci-Fi,6.2,3028
14/04/2008,Iron Man,207,7.9,Jon Favreau,US,Adventure,6.2,3028
14/04/2008,Iron Man,207,7.9,Jon Favreau,US,Action,6.2,3028
01/01/2020,Dolittle,208,5.6,Stephen Gaghan,US,Comedy,6.3,1309
01/01/2020,Dolittle,208,5.6,Stephen Gaghan,US,Adventure,6.3,1309
01/01/2020,Dolittle,208,5.6,Stephen Gaghan,US,Fantasy,6.3,1309
01/01/2020,Dolittle,208,5.6,Stephen Gaghan,US,Family,6.3,1309
28/01/2019,Fighting with My Family,209,7.1,Stephen Merchant,"US,UK",Drama,7.1,364
28/01/2019,Fighting with My Family,209,7.1,Stephen Merchant,"US,UK",Comedy,7.1,364
